Date,Open,Close,Volume,Price_change,date
2014-11-25,2070.14990234375,2067.030029296875,3392940000,-1,2014-11-25
2014-11-26,2067.360107421875,2072.830078125,2745260000,1,2014-11-26
2014-11-28,2074.780029296875,2067.56005859375,2504640000,-1,2014-11-28
2014-12-01,2065.780029296875,2053.43994140625,4159010000,-1,2014-12-01
2014-12-02,2053.77001953125,2066.550048828125,3686650000,1,2014-12-02
2014-12-03,2067.449951171875,2074.330078125,3612680000,1,2014-12-03
2014-12-04,2073.639892578125,2071.919921875,3408340000,-1,2014-12-04
2014-12-05,2072.780029296875,2075.3701171875,3419620000,1,2014-12-05
2014-12-08,2074.840087890625,2060.31005859375,3800990000,-1,2014-12-08
2014-12-09,2056.550048828125,2059.820068359375,3970150000,-1,2014-12-09
2014-12-10,2058.860107421875,2026.1400146484375,4114440000,-1,2014-12-10
2014-12-11,2027.9200439453125,2035.3299560546875,3917950000,1,2014-12-11
2014-12-12,2030.3599853515625,2002.3299560546875,4157650000,-1,2014-12-12
2014-12-15,2005.030029296875,1989.6300048828125,4361990000,-1,2014-12-15
2014-12-16,1986.7099609375,1972.739990234375,4958680000,-1,2014-12-16
2014-12-17,1973.77001953125,2012.8900146484375,4942370000,1,2014-12-17
2014-12-18,2018.97998046875,2061.22998046875,4703380000,1,2014-12-18
2014-12-19,2061.0400390625,2070.64990234375,6465530000,1,2014-12-19
2014-12-22,2069.280029296875,2078.5400390625,3369520000,1,2014-12-22
2014-12-23,2081.47998046875,2082.169921875,3043950000,1,2014-12-23
2014-12-24,2083.25,2081.8798828125,1416980000,-1,2014-12-24
2014-12-26,2084.300048828125,2088.77001953125,1735230000,1,2014-12-26
2014-12-29,2087.6298828125,2090.570068359375,2452360000,1,2014-12-29
2014-12-30,2088.489990234375,2080.35009765625,2440280000,-1,2014-12-30
2014-12-31,2082.110107421875,2058.89990234375,2606070000,-1,2014-12-31
2015-01-02,2058.89990234375,2058.199951171875,2708700000,-1,2015-01-02
2015-01-05,2054.43994140625,2020.5799560546875,3799120000,-1,2015-01-05
2015-01-06,2022.1500244140625,2002.6099853515625,4460110000,-1,2015-01-06
2015-01-07,2005.550048828125,2025.9000244140625,3805480000,1,2015-01-07
2015-01-08,2030.6099853515625,2062.139892578125,3934010000,1,2015-01-08
2015-01-09,2063.449951171875,2044.81005859375,3364140000,-1,2015-01-09
2015-01-12,2046.1300048828125,2028.260009765625,3456460000,-1,2015-01-12
2015-01-13,2031.5799560546875,2023.030029296875,4107300000,-1,2015-01-13
2015-01-14,2018.4000244140625,2011.27001953125,4378680000,-1,2015-01-14
2015-01-15,2013.75,1992.6700439453125,4276720000,-1,2015-01-15
2015-01-16,1992.25,2019.4200439453125,4056410000,1,2015-01-16
2015-01-20,2020.760009765625,2022.550048828125,3944340000,1,2015-01-20
2015-01-21,2020.18994140625,2032.1199951171875,3730070000,1,2015-01-21
2015-01-22,2034.300048828125,2063.14990234375,4176050000,1,2015-01-22
2015-01-23,2062.97998046875,2051.820068359375,3573560000,-1,2015-01-23
2015-01-26,2050.419921875,2057.090087890625,3465760000,1,2015-01-26
2015-01-27,2047.8599853515625,2029.550048828125,3329810000,-1,2015-01-27
2015-01-28,2032.3399658203125,2002.1600341796875,4067530000,-1,2015-01-28
2015-01-29,2002.449951171875,2021.25,4127140000,1,2015-01-29
2015-01-30,2019.3499755859375,1994.989990234375,4568650000,-1,2015-01-30
2015-02-02,1996.6700439453125,2020.8499755859375,4008330000,1,2015-02-02
2015-02-03,2022.7099609375,2050.030029296875,4615900000,1,2015-02-03
2015-02-04,2048.860107421875,2041.510009765625,4141920000,-1,2015-02-04
2015-02-05,2043.449951171875,2062.52001953125,3821990000,1,2015-02-05
2015-02-06,2062.280029296875,2055.469970703125,4232970000,-1,2015-02-06
2015-02-09,2053.469970703125,2046.739990234375,3549540000,-1,2015-02-09
2015-02-10,2049.3798828125,2068.590087890625,3669850000,1,2015-02-10
2015-02-11,2068.550048828125,2068.530029296875,3596860000,-1,2015-02-11
2015-02-12,2069.97998046875,2088.47998046875,3788350000,1,2015-02-12
2015-02-13,2088.780029296875,2096.989990234375,3527450000,1,2015-02-13
2015-02-17,2096.469970703125,2100.340087890625,3361750000,1,2015-02-17
2015-02-18,2099.159912109375,2099.679931640625,3370020000,-1,2015-02-18
2015-02-19,2099.25,2097.449951171875,3247100000,-1,2015-02-19
2015-02-20,2097.64990234375,2110.300048828125,3281600000,1,2015-02-20
2015-02-23,2109.830078125,2109.659912109375,3093680000,-1,2015-02-23
2015-02-24,2109.10009765625,2115.47998046875,3199840000,1,2015-02-24
2015-02-25,2115.300048828125,2113.860107421875,3312340000,-1,2015-02-25
2015-02-26,2113.909912109375,2110.739990234375,3408690000,-1,2015-02-26
2015-02-27,2110.8798828125,2104.5,3547380000,-1,2015-02-27
2015-03-02,2105.22998046875,2117.389892578125,3409490000,1,2015-03-02
2015-03-03,2115.760009765625,2107.780029296875,3262300000,-1,2015-03-03
2015-03-04,2107.719970703125,2098.530029296875,3421110000,-1,2015-03-04
2015-03-05,2098.5400390625,2101.0400390625,3103030000,1,2015-03-05
2015-03-06,2100.909912109375,2071.260009765625,3853570000,-1,2015-03-06
2015-03-09,2072.25,2079.429931640625,3349090000,1,2015-03-09
2015-03-10,2076.139892578125,2044.1600341796875,3668900000,-1,2015-03-10
2015-03-11,2044.68994140625,2040.239990234375,3406570000,-1,2015-03-11
2015-03-12,2041.0999755859375,2065.949951171875,3405860000,1,2015-03-12
2015-03-13,2064.56005859375,2053.39990234375,3498560000,-1,2015-03-13
2015-03-16,2055.35009765625,2081.18994140625,3295600000,1,2015-03-16
2015-03-17,2080.590087890625,2074.280029296875,3221840000,-1,2015-03-17
2015-03-18,2072.840087890625,2099.5,4128210000,1,2015-03-18
2015-03-19,2098.68994140625,2089.27001953125,3305220000,-1,2015-03-19
2015-03-20,2090.320068359375,2108.10009765625,5554120000,1,2015-03-20
2015-03-23,2107.989990234375,2104.419921875,3267960000,-1,2015-03-23
2015-03-24,2103.93994140625,2091.5,3189820000,-1,2015-03-24
2015-03-25,2093.10009765625,2061.050048828125,3521140000,-1,2015-03-25
2015-03-26,2059.93994140625,2056.14990234375,3510670000,-1,2015-03-26
2015-03-27,2055.780029296875,2061.02001953125,3008550000,1,2015-03-27
2015-03-30,2064.110107421875,2086.239990234375,2917690000,1,2015-03-30
2015-03-31,2084.050048828125,2067.889892578125,3376550000,-1,2015-03-31
2015-04-01,2067.6298828125,2059.68994140625,3543270000,-1,2015-04-01
2015-04-02,2060.030029296875,2066.9599609375,3095960000,1,2015-04-02
2015-04-06,2064.8701171875,2080.6201171875,3302970000,1,2015-04-06
2015-04-07,2080.7900390625,2076.330078125,3065510000,-1,2015-04-07
2015-04-08,2076.93994140625,2081.89990234375,3265330000,1,2015-04-08
2015-04-09,2081.2900390625,2091.179931640625,3172360000,1,2015-04-09
2015-04-10,2091.510009765625,2102.06005859375,3156200000,1,2015-04-10
2015-04-13,2102.030029296875,2092.429931640625,2908420000,-1,2015-04-13
2015-04-14,2092.280029296875,2095.840087890625,3301270000,1,2015-04-14
2015-04-15,2097.820068359375,2106.6298828125,4013760000,1,2015-04-15
2015-04-16,2105.9599609375,2104.989990234375,3434120000,-1,2015-04-16
2015-04-17,2102.580078125,2081.179931640625,3627600000,-1,2015-04-17
2015-04-20,2084.110107421875,2100.39990234375,3000160000,1,2015-04-20
2015-04-21,2102.820068359375,2097.2900390625,3243410000,-1,2015-04-21
2015-04-22,2098.27001953125,2107.9599609375,3348480000,1,2015-04-22
2015-04-23,2107.2099609375,2112.929931640625,3636670000,1,2015-04-23
2015-04-24,2112.800048828125,2117.68994140625,3375780000,1,2015-04-24
2015-04-27,2119.2900390625,2108.919921875,3438750000,-1,2015-04-27
2015-04-28,2108.35009765625,2114.760009765625,3546270000,1,2015-04-28
2015-04-29,2112.489990234375,2106.85009765625,4074970000,-1,2015-04-29
2015-04-30,2105.52001953125,2085.510009765625,4509680000,-1,2015-04-30
2015-05-01,2087.3798828125,2108.2900390625,3379390000,1,2015-05-01
2015-05-04,2110.22998046875,2114.489990234375,3091580000,1,2015-05-04
2015-05-05,2112.6298828125,2089.4599609375,3793950000,-1,2015-05-05
2015-05-06,2091.260009765625,2080.14990234375,3792210000,-1,2015-05-06
2015-05-07,2079.9599609375,2088.0,3676640000,1,2015-05-07
2015-05-08,2092.1298828125,2116.10009765625,3399440000,1,2015-05-08
2015-05-11,2115.56005859375,2105.330078125,2992670000,-1,2015-05-11
2015-05-12,2102.8701171875,2099.1201171875,3139520000,-1,2015-05-12
2015-05-13,2099.6201171875,2098.47998046875,3374260000,-1,2015-05-13
2015-05-14,2100.429931640625,2121.10009765625,3225740000,1,2015-05-14
2015-05-15,2122.070068359375,2122.72998046875,3092080000,1,2015-05-15
2015-05-18,2121.300048828125,2129.199951171875,2888190000,1,2015-05-18
2015-05-19,2129.449951171875,2127.830078125,3296030000,-1,2015-05-19
2015-05-20,2127.7900390625,2125.85009765625,3025880000,-1,2015-05-20
2015-05-21,2125.550048828125,2130.820068359375,3070460000,1,2015-05-21
2015-05-22,2130.360107421875,2126.06005859375,2571860000,-1,2015-05-22
2015-05-26,2125.340087890625,2104.199951171875,3342130000,-1,2015-05-26
2015-05-27,2105.1298828125,2123.47998046875,3127960000,1,2015-05-27
2015-05-28,2122.27001953125,2120.7900390625,2980350000,-1,2015-05-28
2015-05-29,2120.659912109375,2107.389892578125,3927390000,-1,2015-05-29
2015-06-01,2108.639892578125,2111.72998046875,3011710000,1,2015-06-01
2015-06-02,2110.409912109375,2109.60009765625,3049350000,-1,2015-06-02
2015-06-03,2110.639892578125,2114.070068359375,3099980000,1,2015-06-03
2015-06-04,2112.35009765625,2095.840087890625,3200050000,-1,2015-06-04
2015-06-05,2095.090087890625,2092.830078125,3243690000,-1,2015-06-05
2015-06-08,2092.340087890625,2079.280029296875,2917150000,-1,2015-06-08
2015-06-09,2079.070068359375,2080.14990234375,3034580000,1,2015-06-09
2015-06-10,2081.1201171875,2105.199951171875,3414320000,1,2015-06-10
2015-06-11,2106.239990234375,2108.860107421875,3128600000,1,2015-06-11
2015-06-12,2107.429931640625,2094.110107421875,2719400000,-1,2015-06-12
2015-06-15,2091.340087890625,2084.429931640625,3061570000,-1,2015-06-15
2015-06-16,2084.260009765625,2096.2900390625,2919900000,1,2015-06-16
2015-06-17,2097.39990234375,2100.43994140625,3222240000,1,2015-06-17
2015-06-18,2101.580078125,2121.239990234375,3520360000,1,2015-06-18
2015-06-19,2121.06005859375,2109.989990234375,4449810000,-1,2015-06-19
2015-06-22,2112.5,2122.85009765625,3030020000,1,2015-06-22
2015-06-23,2123.159912109375,2124.199951171875,3091190000,1,2015-06-23
2015-06-24,2123.64990234375,2108.580078125,3102480000,-1,2015-06-24
2015-06-25,2109.9599609375,2102.31005859375,3214610000,-1,2015-06-25
2015-06-26,2102.6201171875,2101.489990234375,5025470000,-1,2015-06-26
2015-06-29,2098.6298828125,2057.639892578125,3678960000,-1,2015-06-29
2015-06-30,2061.18994140625,2063.110107421875,4078540000,1,2015-06-30
2015-07-01,2067.0,2077.419921875,3727260000,1,2015-07-01
2015-07-02,2078.030029296875,2076.780029296875,2996540000,-1,2015-07-02
2015-07-06,2073.949951171875,2068.760009765625,3486360000,-1,2015-07-06
2015-07-07,2069.52001953125,2081.340087890625,4458660000,1,2015-07-07
2015-07-08,2077.659912109375,2046.6800537109375,3608780000,-1,2015-07-08
2015-07-09,2049.72998046875,2051.31005859375,3446810000,1,2015-07-09
2015-07-10,2052.739990234375,2076.6201171875,3065070000,1,2015-07-10
2015-07-13,2080.030029296875,2099.60009765625,3096730000,1,2015-07-13
2015-07-14,2099.719970703125,2108.949951171875,3002120000,1,2015-07-14
2015-07-15,2109.010009765625,2107.39990234375,3261810000,-1,2015-07-15
2015-07-16,2110.550048828125,2124.2900390625,3227080000,1,2015-07-16
2015-07-17,2126.800048828125,2126.639892578125,3362750000,1,2015-07-17
2015-07-20,2126.85009765625,2128.280029296875,3245870000,1,2015-07-20
2015-07-21,2127.550048828125,2119.2099609375,3343690000,-1,2015-07-21
2015-07-22,2118.2099609375,2114.14990234375,3694070000,-1,2015-07-22
2015-07-23,2114.159912109375,2102.14990234375,3772810000,-1,2015-07-23
2015-07-24,2102.239990234375,2079.64990234375,3870040000,-1,2015-07-24
2015-07-27,2078.18994140625,2067.639892578125,3836750000,-1,2015-07-27
2015-07-28,2070.75,2093.25,4117740000,1,2015-07-28
2015-07-29,2094.699951171875,2108.570068359375,4038900000,1,2015-07-29
2015-07-30,2106.780029296875,2108.6298828125,3579410000,1,2015-07-30
2015-07-31,2111.60009765625,2103.840087890625,3681340000,-1,2015-07-31
2015-08-03,2104.489990234375,2098.0400390625,3476770000,-1,2015-08-03
2015-08-04,2097.679931640625,2093.320068359375,3546710000,-1,2015-08-04
2015-08-05,2095.27001953125,2099.840087890625,3968680000,1,2015-08-05
2015-08-06,2100.75,2083.56005859375,4246570000,-1,2015-08-06
2015-08-07,2082.610107421875,2077.570068359375,3602320000,-1,2015-08-07
2015-08-10,2080.97998046875,2104.179931640625,3514460000,1,2015-08-10
2015-08-11,2102.659912109375,2084.070068359375,3708880000,-1,2015-08-11
2015-08-12,2081.10009765625,2086.050048828125,4269130000,1,2015-08-12
2015-08-13,2086.18994140625,2083.389892578125,3221300000,-1,2015-08-13
2015-08-14,2083.14990234375,2091.5400390625,2795590000,1,2015-08-14
2015-08-17,2089.699951171875,2102.43994140625,2867690000,1,2015-08-17
2015-08-18,2101.989990234375,2096.919921875,2949990000,-1,2015-08-18
2015-08-19,2095.68994140625,2079.610107421875,3512920000,-1,2015-08-19
2015-08-20,2076.610107421875,2035.72998046875,3922470000,-1,2015-08-20
2015-08-21,2034.0799560546875,1970.8900146484375,5018240000,-1,2015-08-21
2015-08-24,1965.1500244140625,1893.2099609375,6612690000,-1,2015-08-24
2015-08-25,1898.0799560546875,1867.6099853515625,5183560000,-1,2015-08-25
2015-08-26,1872.75,1940.510009765625,5338250000,1,2015-08-26
2015-08-27,1942.77001953125,1987.6600341796875,5006390000,1,2015-08-27
2015-08-28,1986.06005859375,1988.8699951171875,3949080000,1,2015-08-28
2015-08-31,1986.72998046875,1972.1800537109375,3915100000,-1,2015-08-31
2015-09-01,1970.0899658203125,1913.8499755859375,4371850000,-1,2015-09-01
2015-09-02,1916.52001953125,1948.8599853515625,3742620000,1,2015-09-02
2015-09-03,1950.7900390625,1951.1300048828125,3520700000,1,2015-09-03
2015-09-04,1947.760009765625,1921.219970703125,3167090000,-1,2015-09-04
2015-09-08,1927.300048828125,1969.4100341796875,3548650000,1,2015-09-08
2015-09-09,1971.449951171875,1942.0400390625,3652120000,-1,2015-09-09
2015-09-10,1941.5899658203125,1952.2900390625,3626320000,1,2015-09-10
2015-09-11,1951.449951171875,1961.050048828125,3218590000,1,2015-09-11
2015-09-14,1963.06005859375,1953.030029296875,3000200000,-1,2015-09-14
2015-09-15,1955.0999755859375,1978.0899658203125,3239860000,1,2015-09-15
2015-09-16,1978.02001953125,1995.31005859375,3630680000,1,2015-09-16
2015-09-17,1995.3299560546875,1990.199951171875,4183790000,-1,2015-09-17
2015-09-18,1989.6600341796875,1958.030029296875,6021240000,-1,2015-09-18
2015-09-21,1960.8399658203125,1966.969970703125,3269350000,1,2015-09-21
2015-09-22,1961.3900146484375,1942.739990234375,3808260000,-1,2015-09-22
2015-09-23,1943.239990234375,1938.760009765625,3190530000,-1,2015-09-23
2015-09-24,1934.81005859375,1932.239990234375,4091530000,-1,2015-09-24
2015-09-25,1935.9300537109375,1931.3399658203125,3721870000,-1,2015-09-25
2015-09-28,1929.1800537109375,1881.77001953125,4326660000,-1,2015-09-28
2015-09-29,1881.9000244140625,1884.0899658203125,4132390000,1,2015-09-29
2015-09-30,1887.1400146484375,1920.030029296875,4525070000,1,2015-09-30
2015-10-01,1919.6500244140625,1923.8199462890625,3983600000,1,2015-10-01
2015-10-02,1921.77001953125,1951.3599853515625,4378570000,1,2015-10-02
2015-10-05,1954.3299560546875,1987.050048828125,4334490000,1,2015-10-05
2015-10-06,1986.6300048828125,1979.9200439453125,4202400000,-1,2015-10-06
2015-10-07,1982.3399658203125,1995.8299560546875,4666470000,1,2015-10-07
2015-10-08,1994.010009765625,2013.4300537109375,3939140000,1,2015-10-08
2015-10-09,2013.72998046875,2014.8900146484375,3706900000,1,2015-10-09
2015-10-12,2015.6500244140625,2017.4599609375,2893250000,1,2015-10-12
2015-10-13,2015.0,2003.68994140625,3401920000,-1,2015-10-13
2015-10-14,2003.6600341796875,1994.239990234375,3644590000,-1,2015-10-14
2015-10-15,1996.469970703125,2023.8599853515625,3746290000,1,2015-10-15
2015-10-16,2024.3699951171875,2033.1099853515625,3595430000,1,2015-10-16
2015-10-19,2031.72998046875,2033.6600341796875,3287320000,1,2015-10-19
2015-10-20,2033.1300048828125,2030.77001953125,3331500000,-1,2015-10-20
2015-10-21,2033.469970703125,2018.93994140625,3627790000,-1,2015-10-21
2015-10-22,2021.8800048828125,2052.510009765625,4430850000,1,2015-10-22
2015-10-23,2058.18994140625,2075.14990234375,4108460000,1,2015-10-23
2015-10-26,2075.080078125,2071.179931640625,3385800000,-1,2015-10-26
2015-10-27,2068.75,2065.889892578125,4216880000,-1,2015-10-27
2015-10-28,2066.47998046875,2090.35009765625,4698110000,1,2015-10-28
2015-10-29,2088.35009765625,2089.409912109375,4008940000,-1,2015-10-29
2015-10-30,2090.0,2079.360107421875,4256200000,-1,2015-10-30
2015-11-02,2080.760009765625,2104.050048828125,3760020000,1,2015-11-02
2015-11-03,2102.6298828125,2109.7900390625,4272060000,1,2015-11-03
2015-11-04,2110.60009765625,2102.31005859375,4078870000,-1,2015-11-04
2015-11-05,2101.679931640625,2099.929931640625,4051890000,-1,2015-11-05
2015-11-06,2098.60009765625,2099.199951171875,4369020000,-1,2015-11-06
2015-11-09,2096.56005859375,2078.580078125,3882350000,-1,2015-11-09
2015-11-10,2077.18994140625,2081.719970703125,3821440000,1,2015-11-10
2015-11-11,2083.409912109375,2075.0,3692410000,-1,2015-11-11
2015-11-12,2072.2900390625,2045.969970703125,4016370000,-1,2015-11-12
2015-11-13,2044.6400146484375,2023.0400390625,4278750000,-1,2015-11-13
2015-11-16,2022.0799560546875,2053.18994140625,3741240000,1,2015-11-16
2015-11-17,2053.669921875,2050.43994140625,4427350000,-1,2015-11-17
2015-11-18,2051.989990234375,2083.580078125,3926390000,1,2015-11-18
2015-11-19,2083.699951171875,2081.239990234375,3628110000,-1,2015-11-19
2015-11-20,2082.820068359375,2089.169921875,3929600000,1,2015-11-20
2015-11-23,2089.409912109375,2086.590087890625,3587980000,-1,2015-11-23
2015-11-24,2084.419921875,2089.139892578125,3884930000,1,2015-11-24
2015-11-25,2089.300048828125,2088.8701171875,2852940000,-1,2015-11-25
2015-11-27,2088.820068359375,2090.110107421875,1466840000,1,2015-11-27
2015-11-30,2090.949951171875,2080.409912109375,4275030000,-1,2015-11-30
2015-12-01,2082.929931640625,2102.6298828125,3712120000,1,2015-12-01
2015-12-02,2101.7099609375,2079.510009765625,3950640000,-1,2015-12-02
2015-12-03,2080.7099609375,2049.6201171875,4306490000,-1,2015-12-03
2015-12-04,2051.239990234375,2091.68994140625,4214910000,1,2015-12-04
2015-12-07,2090.419921875,2077.070068359375,4043820000,-1,2015-12-07
2015-12-08,2073.389892578125,2063.590087890625,4173570000,-1,2015-12-08
2015-12-09,2061.169921875,2047.6199951171875,4385250000,-1,2015-12-09
2015-12-10,2047.9300537109375,2052.22998046875,3715150000,1,2015-12-10
2015-12-11,2047.27001953125,2012.3699951171875,4301060000,-1,2015-12-11
2015-12-14,2013.3699951171875,2021.93994140625,4612440000,1,2015-12-14
2015-12-15,2025.550048828125,2043.4100341796875,4353540000,1,2015-12-15
2015-12-16,2046.5,2073.070068359375,4635450000,1,2015-12-16
2015-12-17,2073.760009765625,2041.8900146484375,4327390000,-1,2015-12-17
2015-12-18,2040.81005859375,2005.550048828125,6683070000,-1,2015-12-18
2015-12-21,2010.27001953125,2021.1500244140625,3760280000,1,2015-12-21
2015-12-22,2023.1500244140625,2038.969970703125,3520860000,1,2015-12-22
2015-12-23,2042.199951171875,2064.2900390625,3484090000,1,2015-12-23
2015-12-24,2063.52001953125,2060.989990234375,1411860000,-1,2015-12-24
2015-12-28,2057.77001953125,2056.5,2492510000,-1,2015-12-28
2015-12-29,2060.5400390625,2078.360107421875,2542000000,1,2015-12-29
2015-12-30,2077.340087890625,2063.360107421875,2367430000,-1,2015-12-30
2015-12-31,2060.590087890625,2043.93994140625,2655330000,-1,2015-12-31
2016-01-04,2038.199951171875,2012.6600341796875,4304880000,-1,2016-01-04
2016-01-05,2013.780029296875,2016.7099609375,3706620000,1,2016-01-05
2016-01-06,2011.7099609375,1990.260009765625,4336660000,-1,2016-01-06
2016-01-07,1985.3199462890625,1943.0899658203125,5076590000,-1,2016-01-07
2016-01-08,1945.969970703125,1922.030029296875,4664940000,-1,2016-01-08
2016-01-11,1926.1199951171875,1923.6700439453125,4607290000,1,2016-01-11
2016-01-12,1927.8299560546875,1938.6800537109375,4887260000,1,2016-01-12
2016-01-13,1940.3399658203125,1890.280029296875,5087030000,-1,2016-01-13
2016-01-14,1891.6800537109375,1921.8399658203125,5241110000,1,2016-01-14
2016-01-15,1916.6800537109375,1880.3299560546875,5468460000,-1,2016-01-15
2016-01-19,1888.6600341796875,1881.3299560546875,4928350000,1,2016-01-19
2016-01-20,1876.1800537109375,1859.3299560546875,6416070000,-1,2016-01-20
2016-01-21,1861.4599609375,1868.989990234375,5078810000,1,2016-01-21
2016-01-22,1877.4000244140625,1906.9000244140625,4901760000,1,2016-01-22
2016-01-25,1906.280029296875,1877.0799560546875,4401380000,-1,2016-01-25
2016-01-26,1878.7900390625,1903.6300048828125,4357940000,1,2016-01-26
2016-01-27,1902.52001953125,1882.949951171875,4754040000,-1,2016-01-27
2016-01-28,1885.219970703125,1893.3599853515625,4693010000,1,2016-01-28
2016-01-29,1894.0,1940.239990234375,5497570000,1,2016-01-29
2016-02-01,1936.93994140625,1939.3800048828125,4322530000,-1,2016-02-01
2016-02-02,1935.260009765625,1903.030029296875,4463190000,-1,2016-02-02
2016-02-03,1907.0699462890625,1912.530029296875,5172950000,1,2016-02-03
2016-02-04,1911.6700439453125,1915.449951171875,5193320000,1,2016-02-04
2016-02-05,1913.0699462890625,1880.050048828125,4929940000,-1,2016-02-05
2016-02-08,1873.25,1853.43994140625,5636460000,-1,2016-02-08
2016-02-09,1848.4599609375,1852.2099609375,5183220000,-1,2016-02-09
2016-02-10,1857.0999755859375,1851.8599853515625,4471170000,-1,2016-02-10
2016-02-11,1847.0,1829.0799560546875,5500800000,-1,2016-02-11
2016-02-12,1833.4000244140625,1864.780029296875,4696920000,1,2016-02-12
2016-02-16,1871.43994140625,1895.5799560546875,4570670000,1,2016-02-16
2016-02-17,1898.800048828125,1926.8199462890625,5011540000,1,2016-02-17
2016-02-18,1927.5699462890625,1917.8299560546875,4436490000,-1,2016-02-18
2016-02-19,1916.739990234375,1917.780029296875,4142850000,-1,2016-02-19
2016-02-22,1924.43994140625,1945.5,4054710000,1,2016-02-22
2016-02-23,1942.3800048828125,1921.27001953125,3890650000,-1,2016-02-23
2016-02-24,1917.56005859375,1929.800048828125,4317250000,1,2016-02-24
2016-02-25,1931.8699951171875,1951.699951171875,4118210000,1,2016-02-25
2016-02-26,1954.949951171875,1948.050048828125,4348510000,-1,2016-02-26
2016-02-29,1947.1300048828125,1932.22998046875,4588180000,-1,2016-02-29
2016-03-01,1937.0899658203125,1978.3499755859375,4819750000,1,2016-03-01
2016-03-02,1976.5999755859375,1986.449951171875,4666610000,1,2016-03-02
2016-03-03,1985.5999755859375,1993.4000244140625,5081700000,1,2016-03-03
2016-03-04,1994.010009765625,1999.989990234375,6049930000,1,2016-03-04
2016-03-07,1996.1099853515625,2001.760009765625,4968180000,1,2016-03-07
2016-03-08,1996.8800048828125,1979.260009765625,4641650000,-1,2016-03-08
2016-03-09,1981.43994140625,1989.260009765625,4038120000,1,2016-03-09
2016-03-10,1990.969970703125,1989.5699462890625,4376790000,1,2016-03-10
2016-03-11,1994.7099609375,2022.18994140625,4078620000,1,2016-03-11
2016-03-14,2019.27001953125,2019.6400146484375,3487850000,-1,2016-03-14
2016-03-15,2015.27001953125,2015.9300537109375,3560280000,-1,2016-03-15
2016-03-16,2014.239990234375,2027.219970703125,4057020000,1,2016-03-16
2016-03-17,2026.9000244140625,2040.5899658203125,4530480000,1,2016-03-17
2016-03-18,2041.1600341796875,2049.580078125,6503140000,1,2016-03-18
2016-03-21,2047.8800048828125,2051.60009765625,3376600000,1,2016-03-21
2016-03-22,2048.639892578125,2049.800048828125,3418460000,-1,2016-03-22
2016-03-23,2048.550048828125,2036.7099609375,3639510000,-1,2016-03-23
2016-03-24,2032.47998046875,2035.93994140625,3407720000,-1,2016-03-24
2016-03-28,2037.8900146484375,2037.050048828125,2809090000,1,2016-03-28
2016-03-29,2035.75,2055.010009765625,3822330000,1,2016-03-29
2016-03-30,2058.27001953125,2063.949951171875,3590310000,1,2016-03-30
2016-03-31,2063.77001953125,2059.739990234375,3715280000,-1,2016-03-31
2016-04-01,2056.6201171875,2072.780029296875,3749990000,1,2016-04-01
2016-04-04,2073.18994140625,2066.1298828125,3485710000,-1,2016-04-04
2016-04-05,2062.5,2045.1700439453125,4154920000,-1,2016-04-05
2016-04-06,2045.56005859375,2066.659912109375,3750800000,1,2016-04-06
2016-04-07,2063.010009765625,2041.9100341796875,3801250000,-1,2016-04-07
2016-04-08,2045.5400390625,2047.5999755859375,3359530000,1,2016-04-08
2016-04-11,2050.22998046875,2041.989990234375,3567840000,-1,2016-04-11
2016-04-12,2043.719970703125,2061.719970703125,4239740000,1,2016-04-12
2016-04-13,2065.919921875,2082.419921875,4191830000,1,2016-04-13
2016-04-14,2082.889892578125,2082.780029296875,3765870000,1,2016-04-14
2016-04-15,2083.10009765625,2080.72998046875,3701450000,-1,2016-04-15
2016-04-18,2078.830078125,2094.340087890625,3316880000,1,2016-04-18
2016-04-19,2096.050048828125,2100.800048828125,3896830000,1,2016-04-19
2016-04-20,2101.52001953125,2102.39990234375,4184880000,1,2016-04-20
2016-04-21,2102.090087890625,2091.47998046875,4175290000,-1,2016-04-21
2016-04-22,2091.489990234375,2091.580078125,3790580000,1,2016-04-22
2016-04-25,2089.3701171875,2087.7900390625,3319740000,-1,2016-04-25
2016-04-26,2089.840087890625,2091.699951171875,3557190000,1,2016-04-26
2016-04-27,2092.330078125,2095.14990234375,4100110000,1,2016-04-27
2016-04-28,2090.929931640625,2075.81005859375,4309840000,-1,2016-04-28
2016-04-29,2071.820068359375,2065.300048828125,4704720000,-1,2016-04-29
2016-05-02,2067.169921875,2081.429931640625,3841110000,1,2016-05-02
2016-05-03,2077.179931640625,2063.3701171875,4173390000,-1,2016-05-03
2016-05-04,2060.300048828125,2051.1201171875,4058560000,-1,2016-05-04
2016-05-05,2052.949951171875,2050.6298828125,4008530000,-1,2016-05-05
2016-05-06,2047.77001953125,2057.139892578125,3796350000,1,2016-05-06
2016-05-09,2057.550048828125,2058.68994140625,3788620000,1,2016-05-09
2016-05-10,2062.6298828125,2084.389892578125,3600200000,1,2016-05-10
2016-05-11,2083.2900390625,2064.4599609375,3821980000,-1,2016-05-11
2016-05-12,2067.169921875,2064.110107421875,3782390000,-1,2016-05-12
2016-05-13,2062.5,2046.6099853515625,3579880000,-1,2016-05-13
2016-05-16,2046.530029296875,2066.659912109375,3501360000,1,2016-05-16
2016-05-17,2065.0400390625,2047.2099609375,4108960000,-1,2016-05-17
2016-05-18,2044.3800048828125,2047.6300048828125,4101320000,1,2016-05-18
